,paper_id,img_name
164,2103.01623,CVUSA_pix2pix_4.png
165,2103.01623,CVACT_pix2pix_2.png
166,2103.01623,CVUSA_oursl1_abla0.png
167,2103.01623,CVUSA_pix2pix_3.png
168,2103.01623,CVACT_grd_abla0.png
169,2103.01623,CVACT_ourslper_4.png
170,2103.01623,CVACT_ourslper_3.png
171,2103.01623,CVACT_tanl1_abla0.png
172,2103.01623,CVUSA_grd_abla1.png
173,2103.01623,CVACT_oursl1_4.png
174,2103.01623,CVACT_oursl1_3.png
175,2103.01623,CVUSA_ourslper_1.png
176,2103.01623,CVUSA_ourslper_6.png
177,2103.01623,CVACT_grd_1.png
178,2103.01623,CVUSA_ourslper_8.png
179,2103.01623,CVUSA_xfork_6.png
180,2103.01623,CVACT_grd_6.png
181,2103.01623,CVUSA_xfork_1.png
182,1803.11366,performance.pdf
183,1803.11366,failure.pdf
184,1803.11366,recog_example.pdf
185,2011.06773,figures_quanlity-supple.pdf
186,2011.06773,figures_quanlity-A2F.pdf
187,2002.09674,fig0.pdf
188,2002.09674,fig1.pdf
189,2002.09674,fig4.pdf
190,2002.09674,bg.pdf
191,2002.09674,cl.pdf
192,2002.09674,fig5.pdf
193,2002.09674,nm.pdf
194,2002.09674,fig8.pdf
195,2104.02366,bad_case.pdf
196,2104.02366,experiment_visualization.pdf
197,1812.00252,motivation.png
198,2108.02947,multi-stage.pdf
199,1810.08375,instances_predict.pdf
200,1810.08375,Samples_img.pdf
201,1710.11446,result1_1.pdf
202,1806.02705,images_allOutsBLV3.pdf
203,1806.02705,images_allOutsBLV3Hor.pdf
204,1806.02705,images_allOuts.pdf
205,1806.02705,images_IBSROUTPUTSCROP.pdf
206,2005.08925,figures_facial-eval.pdf
207,2005.08925,figures_foreign-syn.pdf
208,2005.08925,figures_facial-syn.pdf
209,2005.08925,figures_ablation.pdf
210,2003.00389,figures_slowvideo.pdf
211,1707.08289,Fig4.pdf
212,1707.08289,Fig8.pdf
213,1707.08289,Fig5.pdf
214,1707.08289,Fig6.pdf
215,1707.08289,Fig1.pdf
216,1707.08289,Fig7.pdf
217,2105.11137,fig6.pdf
218,2105.11137,fig10.pdf
219,2105.11137,fig7.pdf
220,2105.11137,fig9.pdf
221,2105.11137,fig5.pdf
222,2105.11137,fig8.pdf
223,2004.07489,database.png
224,2010.11684,pics_dsprites_latent_traversal_3.pdf
225,2010.11684,pics_dsprites_latent_traversal.pdf
226,2010.11684,pics_dsprites_latent_traversal_2.pdf
227,2010.11684,pics_dsprites_latent_traversal_best.pdf
228,2010.11684,pics_dsprites_latent_traversal_1.pdf
229,2010.11684,pics_chairs_latent_traversal_2.pdf
230,1909.02097,figs_image_captioning_example.pdf
231,2104.14205,out.png
232,2008.09309,fig_single_pp_3.pdf
233,2008.09309,fig_studio.pdf
234,2008.09309,fig_ih_rom.pdf
235,2008.09309,fig_single_pp_2.pdf
236,2008.09309,fig_intro_qualitative.pdf
237,2008.09309,fig_qualitative_failure.pdf
238,2008.09309,fig_single_pp_1.pdf
239,2008.09309,fig_sh_ih_qualitative_compare.pdf
240,2008.09309,fig_human_annotation.pdf
241,2008.09309,fig_ih_pp.pdf
242,2008.09309,fig_single_rom.pdf
243,1808.00273,figures_comp_seg.pdf
244,1711.03172,figures_reconst2.pdf
245,1711.03172,figures_summary1_with_fonts.pdf
246,1804.03803,figures_1figure.pdf
247,1804.03803,figures_4figure.pdf
248,2009.01005,images_comapre_2.pdf
249,2009.01005,images_comapre_1.pdf
250,2001.09908,images_translation.pdf
251,2001.09908,images_rotation.pdf
252,2112.09190,figures_flevo_study_area1.pdf
253,2112.07111,Fig1.pdf
254,2112.07111,Fig2.pdf
255,2112.07111,Fig4.pdf
256,2112.07111,Fig3.pdf
257,2108.07147,figures_Market1501_reconstructions.pdf
258,2006.04096,figures_domain_comparison_april21_1.pdf
259,2006.04096,figures_pull_april22_3.pdf
260,2006.04096,figures_fig_method_results_april17_1.pdf
261,2002.00575,figures_grad_cam_grad_cam_watercolor-02-eps-converted-to.pdf
262,2002.00575,figures_problem_definition_ProblemDefinition.pdf
263,1505.05612,fig_sample_dataset.pdf
264,1505.05612,fig_example_intro.pdf
265,1505.05612,fig_example_gen_sentence.pdf
266,1505.05612,fig_example_failure.pdf
267,1505.05612,fig_scoreOne.pdf
268,1706.04254,Figures_ROI_P3_Atlas16-eps-converted-to.pdf
269,1803.10859,figures_hard_mining.pdf
270,2108.09025,fig_fig_city.pdf
271,2108.09025,fig_fig_voc.pdf
272,2108.09025,fig_fig_teaser_v3.pdf
273,2108.09025,fig_fig_sampling.pdf
274,1907.09679,figures_challenging_cases.pdf
275,1906.04158,ssp_imp_detail.pdf
276,1906.04158,qual_predSpeak.png
277,2008.08561,imgs_Fig1.pdf
278,2007.01247,Drone1_start.png
279,2007.01247,Drone2_start.png
280,1903.05789,decoder_mean_fashion.pdf
281,1903.05789,cifar10_gen_learn.pdf
282,1903.05789,cifar10_raw.pdf
283,1903.05789,cifar10_gen_two.pdf
284,1903.05789,cifar10_recon_learn.pdf
285,1903.05789,celeba_gen_two.pdf
286,1903.05789,celeba_gen_learn.pdf
287,1903.05789,WAE-GAN.png
288,1903.05789,decoder_mean_celeba.pdf
289,1903.05789,WAE-MMD.png
290,1903.05789,celeba_recon_learn.pdf
291,1903.05789,celeba_raw.pdf
292,1903.05789,celeba_gen_fix.pdf
293,1903.05789,cifar10_recon_fix.pdf
294,2111.04266,figs_untarg_vis.pdf
295,2111.04266,figs_glass_attack_ce_gdpa.pdf
296,2111.04266,figs_vis_static.pdf
297,2111.04266,figs_glass_attack_gdpa.pdf
298,2111.04266,figs_vis_beta.pdf
299,2111.04266,figs_vis_adv.pdf
300,2111.04266,figs_vis_targeted_more.pdf
301,2111.04266,figs_invisible_vis.pdf
302,2111.04266,figs_glass_attack_ce.pdf
303,2111.04266,figs_targ_vis.pdf
304,2111.04266,figs_intro1.pdf
305,2111.04266,figs_invisible.pdf
306,2111.04266,figs_targ_vis2.pdf
307,2111.04266,figs_mp.pdf
308,2111.04266,figs_at_glass_vis.pdf
309,2111.04266,figs_targ_untarg_vis.pdf
310,1704.08141,0.png
311,1704.08141,3.png
312,1908.04383,embedding_resize.png
313,1908.04383,Mapping_comp.pdf
314,2111.10988,LAM.png
315,2111.10988,Compare_x4.png
316,2201.11898,sota_samples-eps-converted-to.pdf
317,2201.11898,samples-eps-converted-to.pdf
318,1909.11983,fig_diag_window.pdf
319,1909.11983,table_rating_level.pdf
320,1909.11983,fig_database.pdf
321,2110.13272,images_envmap_envmap.pdf
322,2110.13272,images_envmap_envmap-real.pdf
323,2110.13272,images_envmap_envmap-synthetic.pdf
324,2110.13272,images_comparison_comparison.pdf
325,2110.13272,images_pointlight_pointlight-real.pdf
326,2110.13272,images_PointlightEnvmap_PointlightEnvmap-real.pdf
327,2110.13272,images_teaser_teaser.pdf
328,2110.13272,images_largeenv_large_env.pdf
329,2110.13272,images_pointlight_pointlight-synthetic-.pdf
330,2202.00850,figs_concept.pdf
331,1711.09358,full_deg_OULP.pdf
332,2105.12085,figures_visualization.pdf
333,2006.12061,comp_seq.pdf
334,1811.08484,figs_MNIST_tasks.pdf
335,1712.06679,fig_map.pdf
336,1909.07454,Dose_noise_method.pdf
337,1903.01522,images_loss_changes.pdf
338,1903.01522,images_loss_changes2.pdf
339,1903.01522,images_loss_changes4.pdf
340,1903.01522,images_loss_changes3.pdf
341,2006.04078,figs_intro_demo.pdf
342,2009.07823,images_method_diagram.pdf
343,1711.05954,WebTransfer_overall.png
344,1711.05954,res1.png
345,1711.05954,res2.png
346,1711.05954,overall_idea.png
347,1711.05954,res3.png
348,2202.10115,potts_blur_rv_result.pdf
349,2202.10115,CV_AITV_0pt6_blur_rv_result.pdf
350,2202.10115,SaT_AITV_0pt2_blur_rv_result2.pdf
351,2202.10115,man_AITV_0pt8_FR.pdf
352,2202.10115,house.pdf
353,2202.10115,building.pdf
354,2202.10115,SaT_AITV_0pt6_rv_result2-1.pdf
355,2202.10115,grayscale_blur_rv.pdf
356,1811.12328,results_Right.pdf
357,1811.12328,diagrams_MVS_supervision.pdf
358,1811.12328,results_Left.pdf
359,1702.06228,example2.pdf
360,1702.06228,our_result2.pdf
361,1702.06228,ground_truth2_2.pdf
362,1702.06228,novice_designer2.pdf
363,1702.06228,ground_truth2.pdf
364,2109.08028,dataset_examples.png
365,2109.08028,DARTS_UNet++_pred.png
366,2109.08028,resnext_preds.png
367,1509.03942,MAPSOrientation_crair.png
368,1509.03942,MAPSOrientation_ohki.png
369,1811.04346,score.png
370,1811.04346,all.png
371,2004.05763,Imgs_SaliencyCompare-min.pdf
372,2004.05763,Imgs_FirstImage-min.pdf
373,1511.00561,Figures_CamVidTeaserwithIndoorScenes.pdf
374,1511.00561,SUNRGBQualitativeDeep.pdf
375,1907.08895,seg_example.pdf
376,1907.08895,jhmdb_segmentation.pdf
377,1805.09971,final_res.png
378,1912.13077,mask-vio-kitti.pdf
379,1912.13077,mask_visual3.pdf
380,2007.08576,quantitative.pdf
381,2007.08576,qualification.pdf
382,2007.08576,stereomatchingprocess2.pdf
383,2003.08333,figs_CI.pdf
384,2110.02918,figures_NYUdepth_1164_rgb.pdf
385,2110.02918,3DV 2021 DPCP-RANSAC (arXiv)_figures_NYUdepth_1164_rgb.pdf
386,2007.10599,figures_intro.pdf
387,2106.06027,2397_ori.png
388,2106.06027,1_group_adv.png
389,2106.06027,2397.png
390,2106.06027,1_group.png
391,2106.06027,2406.png
392,2106.06027,4_adv.png
393,2106.06027,4.png
394,1912.05019,fig_10_apps_shape_ret.pdf
395,1709.00192,Figure20.pdf
396,1709.00192,Figure13.pdf
397,1709.00192,Figure15.pdf
398,1709.00192,Figure26.pdf
399,1709.00192,Figure5.pdf
400,1709.00192,Figure6.pdf
401,1709.00192,Figure4-1.pdf
402,1709.00192,Figure25.pdf
403,1709.00192,Figure7.pdf
404,2112.00735,jsrt_6.png
405,2112.00735,retouch.png
406,2112.00735,anatomy.png
407,2004.03212,images_comparison_3_text.pdf
408,2004.03212,images_comparison_5_text.pdf
409,2004.03212,images_comparison_7_text.pdf
410,1705.08314,figures_fnRecover.pdf
411,1804.08992,figures_fig8.pdf
412,1804.08992,figures_fig7.pdf
413,2109.01663,SubjectVisRevisedV2.pdf
414,2109.01663,TumorSubject.pdf
415,2001.02899,figs_qualitative_imgs_RID_RDN_qualitative_patches.pdf
416,2001.02899,figs_qualitative_imgs_RID_qualitative_patches.pdf
417,2001.02899,figs_qualitative_imgs_DnCNN_DIV2K_0847.pdf
418,2111.05133,fig_SR_barbara_x4.pdf
419,2007.00112,figs_complete_paper_figures_Figure1.pdf
420,2007.00112,figs_complete_paper_figures_Figure3-alt.pdf
421,2007.00112,figs_paper_plots_Invariance_convol_unseen_transformed_figure.pdf
422,1805.07813,figures_nips-zeroshot-ex.pdf
423,1805.07813,figures_dream-v-real.pdf
424,1410.0925,images_itm_ui.pdf
425,1410.0925,images_itm_swap_overall.pdf
426,2008.13101,VisualAnalysis_Im3_Cases_of_Missed_Detection.png
427,2008.13101,VisualAnalysis_Im2.png
428,2008.13101,VisualAnalysis_Im1.png
429,2008.13101,VisualAnalysis_Im4_Cases_of_False_Detection.png
430,2005.10034,UNet3S162WithROI.pdf
431,2005.10034,GT3S162WithROI.pdf
432,1908.05142,fig_fig1-1.pdf
433,1908.05142,fig_fig9-1.pdf
434,1908.05142,fig_fig2-1.pdf
435,1908.05142,fig_fig9-2.pdf
436,1908.05142,fig_fig2-2.pdf
437,1908.05142,fig_fig8.pdf
438,1908.05142,fig_fig2-3.pdf
439,1908.05142,fig_fig1-2.pdf
440,1611.05368,starry_orig_merged.png
441,2003.04845,figs_visualresults.pdf
442,1907.06543,qualitative4feto_F2.png
443,1911.12914,fig_Loss_pair_loss_3.pdf
444,1911.12914,fig_mask_consist.pdf
445,1911.12914,fig_teaser.pdf
446,1911.12914,fig_Loss_mask_loss_2.pdf
447,1911.12914,fig_Loss_pair_loss_1.pdf
448,2007.08856,figs_sup_vis_kitti_small.pdf
449,2007.08856,figs_vis_LI_Fusion.pdf
450,2007.08856,figs_vis_sun_rgbd.pdf
451,2109.05892,WeakSTIL Arxiv (full version) 202109131320_fig-heatmap_visualization.pdf
452,2109.05892,fig-heatmap_visualization.pdf
453,1910.05457,Error_hum.png
454,1910.05457,DB2.png
455,1910.05457,DB1.png
456,2103.09699,Figs_02.pdf
457,2103.09699,Figs_01.pdf
458,1909.02533,images_splash_v7.pdf
459,1910.03151,Sample_images.pdf
460,1509.06825,testing_results_viz.png
461,1509.06825,robot_tasks.png
462,1509.06825,table_top_objects.png
463,1910.13439,figures_CM_intro_1.pdf
464,1910.13439,figures_CM_intro_2.pdf
465,1912.05163,Intro.pdf
466,1912.05163,Vis_Attention.pdf
467,1306.5151,f_montageFamily.pdf
468,1306.5151,f_montageManufacturer.pdf
469,1306.5151,f_montageVariant.pdf
470,1502.01853,FRFrgb_box.pdf
471,1812.04427,webimages.pdf
472,2202.06431,Fig7.png
473,2111.02327,images_TeaserFigurePerfus2.pdf
474,2102.09186,img_1b.pdf
475,2201.01503,paper_figures_visual_comparison_david.pdf
476,2007.13992,img_occluded_ped.pdf
477,2007.07306,paper_figures_object_analogies_results_EK_v5.pdf
478,2007.07306,paper_figures_speech2object_results_EK_v4.pdf
479,2007.07306,paper_figures_object2speech_results2_v2_big.pdf
480,2007.07306,paper_figures_speech2object_states2_v5_EK.pdf
481,2007.07306,paper_figures_object2speech_results2_v2.pdf
482,2007.07306,paper_figures_speech2object_results_EK_v5.pdf
483,1709.07212,ruobing-1.png
484,2003.07543,Fig5.pdf
485,2003.07543,Fig2.pdf
486,2011.11865,r2.png
487,2011.11865,r1_2.png
488,2011.11865,r1_1.png
489,2111.14349,Figs_Fig9_Fig9-eps-converted-to.pdf
490,1406.4205,dictionaries_ReconLCA32x32ScaleFactor4_nfp32_Threshold_0_050.pdf
491,1406.4205,dictionaries_ReconLCA16x16ScaleFactor2_nfp32_Threshold_0_050.pdf
492,1406.4205,dictionaries_ReconLCA16x16ScaleFactor4_nfp32_Threshold_0_050.pdf
493,1406.4205,dictionaries_ReconLCA16x16ScaleFactor8_nfp32_Threshold_0_050.pdf
494,1406.4205,dictionaries_ReconLCA08x08ScaleFactor4_nfp32_Threshold_0_050.pdf
495,1406.4205,dictionaries_ReconLCA15x15ScaleFactor1_nfp32_Threshold_0_050.pdf
496,1606.07839,images_fig1b.pdf
497,1606.07839,images_fig1a.pdf
498,2012.00514,qualitative.pdf
499,2002.02792,multi_person_pose.png
500,2002.02792,single_person_pose.png
501,2002.02792,latex_shot.png
502,1607.06514,NeuronHeatmaps.pdf
503,2103.02242,images_cmp_pose.pdf
504,2103.02242,images_effect_bifusion.pdf
505,2012.04726,images_largeexample.pdf
506,2012.04726,images_generationexamples.pdf
507,1707.09145,images_spatial-relations-v1.pdf
508,2202.08553,Figs_interpolation.pdf
509,2202.08553,Figs_rgb_fixed_small.pdf
510,2202.08553,Figs_teaser_new.pdf
511,2202.08553,Figs_depth_fixed_small.pdf
512,1812.09834,hip-new.png
513,1910.00199,img-extra_grads_xray_nospc_integrated_correct.pdf
514,1910.00199,img-extra_grads_rsna_vpc_integrated_incorrect.pdf
515,1910.00199,img_synth_examples.pdf
516,1910.00199,img-extra_grads_rsna_vpc_integrated_correct.pdf
517,1910.00199,img-extra_grads_xray_spc_integrated_incorrect.pdf
518,1910.00199,img-extra_grads_synth_integrated_correct.pdf
519,1910.00199,img-extra_grads_rsna_novpc_integrated_incorrect.pdf
520,1910.00199,img-extra_grads_xray_nospc_integrated_incorrect.pdf
521,1910.00199,img-extra_grads_rsna_novpc_integrated_correct.pdf
522,1910.00199,img-extra_grads_xray_spc_integrated_correct.pdf
523,1910.00199,img-extra_grads_synth_integrated_incorrect.pdf
524,2103.16942,pictures_teaser_v1.pdf
525,2005.01239,figures_consistency.pdf
526,2005.01239,figures_out-example.pdf
527,1809.06557,figures9.pdf
528,1809.06557,figures8.pdf
529,2107.02927,figures_drive_result.pdf
530,2110.07118,figures_ucf_corrup.pdf
531,2110.07118,figures_sim_data.pdf
532,1803.02315,fig_Fig4-eps-converted-to.pdf
533,1803.02315,fig_Fig1-eps-converted-to.pdf
534,1110.5102,Figure1.pdf
535,1110.5102,Figure4.pdf
536,1110.5102,Figure7.pdf
537,2007.13551,figures_ruemadame.pdf
538,1908.06087,ComplexBackground_v1.pdf
539,1908.06087,FBMS_v3.pdf
540,1908.06087,F_problem_horizon.pdf
541,1908.06087,HomographySlicing.pdf
542,1908.06087,MdlSel_Qualitative_v1.pdf
543,1908.06087,AllSeqsWithGTTraj_5x5.pdf
544,1712.04927,flow_11_.pdf
545,1710.10687,images_teaser.pdf
546,1910.10845,proposed_method.pdf
547,1609.02469,Sam.png
548,1705.07844,images_resultsRefinementQualitative.pdf
549,1705.07844,images_resultsSegmentationQualitativeA.pdf
550,1705.07844,images_teaser.pdf
551,1705.07844,images_motivation.pdf
552,1705.07844,images_overview.pdf
553,2002.12263,results_comp.pdf
554,1509.01788,rm_anno_basic_4.png
555,1509.01788,visual_additional.png
556,1509.01788,image_model_gen.png
557,1509.01788,Block_Diagram_Illustration_JCSD.pdf
558,2109.10563,figure_ablation_nl_a.pdf
559,2109.10563,figure_supp_selfresult_1.pdf
560,2109.10563,figure_matterport_3.pdf
561,2109.10563,figure_ablation_a.pdf
562,2109.10563,figure_suncg_2.pdf
563,2109.10563,figure_ablation_f.pdf
564,2109.10563,figure_matterport_2.pdf
565,2109.10563,figure_suncg_3.pdf
566,2109.10563,figure_supp_selfresult_3.pdf
567,2109.10563,figure_stanford.pdf
568,2109.10563,figure_matterport.pdf
569,2109.10563,figure_stanford_3.pdf
570,2109.10563,figure_ablation_c.pdf
571,2109.10563,figure_Intro2.pdf
572,2109.10563,figure_supp_selfresult_2.pdf
573,2109.10563,figure_Intro.pdf
574,2109.10563,figure_stanford_2.pdf
575,2109.10563,figure_suncg.pdf
576,2112.11435,figures_overview_Overview_general_2.pdf
577,2112.11435,figures_overview_Overview_general.pdf
578,2112.11435,figures_attention_vis_attention_vis1_image.pdf
579,2202.12211,figures_teaser.pdf
580,2202.12211,figures_filtering_illustration_fig.pdf
581,2202.12211,figures_truncation_single_image_fig.pdf
582,2202.12211,figures_filtering_comp_lines.pdf
583,2202.12211,figures_truncation_diversity_parrots.pdf
584,2202.02779,f4.pdf
585,2103.03977,f1.pdf
586,1711.10006,pool.png
587,1711.10006,linemod_training_2.png
588,1711.10006,in.png
589,1711.10006,linemod_training.png
590,1711.10006,linemod_pool.png
591,1711.10006,linemod_pred.png
592,1711.10006,pool_milk.png
593,1711.10006,det_milk.png
594,1711.10006,tejani_training_2.png
595,2202.13473,figs-standard_denoising_crop.png
596,2202.13473,figs-pi_denoising_crop.png
597,2201.04029,visualize.pdf
598,2201.04029,motion_map_a.pdf
599,1804.06919,keynote_decode_hier.pdf
